uplift_Mens E-Mail,uplift_Womens E-Mail,assignment
0.07272717143846678,0.0739049208351956,Womens E-Mail
0.08814471133876042,0.0034052515057065857,Mens E-Mail
0.08919377803571227,0.09903242663149289,Womens E-Mail
0.06663915056221566,0.02813685273820138,Mens E-Mail
0.078948101679616,-0.009547258580108214,Mens E-Mail
0.15385648520292897,0.08262906010810064,Mens E-Mail
0.06340550824378119,0.015120409699518507,Mens E-Mail
0.067559251624511,0.0899772936625182,Womens E-Mail
0.07391639383047424,0.07205841182991371,Mens E-Mail
0.06565896776289942,0.007213760673066144,Mens E-Mail
0.058460449054450137,0.06362029291771638,Womens E-Mail
0.07031849246961472,0.01509413814837994,Mens E-Mail
0.06626355687772897,0.07510665933127889,Womens E-Mail
0.06319294800622133,0.0024756891268364056,Mens E-Mail
0.0719487944937402,0.07958749795821968,Womens E-Mail
0.08022240426233194,0.03140035867370054,Mens E-Mail
0.08892043740568344,0.03917325494180539,Mens E-Mail
0.0657875576635091,0.06633326960123892,Womens E-Mail
0.07737633463028454,0.01703834573171796,Mens E-Mail
0.06405641384042743,-0.0008849652424979537,Mens E-Mail
0.06741146421942815,0.022356926004846185,Mens E-Mail
0.07520470760708181,0.07526747814679488,Womens E-Mail
0.060893307902212576,0.02297474818555236,Mens E-Mail
0.07199345824404985,0.06758153343502163,Mens E-Mail
0.0805995383269158,0.07507087332708245,Mens E-Mail
0.055569352562146096,0.024128319295786394,Mens E-Mail
0.06537606431605947,0.08300867941231377,Womens E-Mail
0.0847924717703805,0.02774205254904706,Mens E-Mail
0.04574347720508187,-0.08456065212097597,Mens E-Mail
0.07019429900653877,0.02134920584863817,Mens E-Mail
0.06472776738908065,-0.038690362935500044,Mens E-Mail
0.06311243445434699,0.025184854983527266,Mens E-Mail
0.06107844879577062,0.06824234008931432,Womens E-Mail
0.0962537595861784,0.09771063419706735,Womens E-Mail
0.07214637322639021,0.011796446632520372,Mens E-Mail
0.06960492768118728,0.0747306556539512,Womens E-Mail
0.06998852842276573,0.06458332463726488,Mens E-Mail
0.0797125652750785,0.07453231129604254,Mens E-Mail
0.06805316967788665,0.021749209932381955,Mens E-Mail
0.0670437304055406,0.08159921525332828,Womens E-Mail
0.1263922538921264,0.07713199263910805,Mens E-Mail
0.06337929079133502,0.016514744402792977,Mens E-Mail
0.07843091128294846,0.07309524403789036,Mens E-Mail
0.07353601373901131,0.006601488609853101,Mens E-Mail
0.07560053758498195,0.019883204489112877,Mens E-Mail
0.0698676199859555,0.07581672063553505,Womens E-Mail
0.06683838227728398,0.07310677386822209,Womens E-Mail
0.05737214771293499,0.07654238818215708,Womens E-Mail
0.07169077988019741,0.01719457266861729,Mens E-Mail
0.06367985131478407,0.016014263849184314,Mens E-Mail
0.07779066926330166,0.014861537725756546,Mens E-Mail
0.05216517651784368,0.09191566453837337,Womens E-Mail
0.05904264073545881,-0.011506992883100114,Mens E-Mail
0.06841935629963528,-0.004163452754427338,Mens E-Mail
0.06625567671919341,0.09291168576120046,Womens E-Mail
0.08431562689127192,0.073578398864935,Mens E-Mail
0.06844426388216593,0.07747833064552379,Womens E-Mail
0.0728701079111339,0.07387615269508284,Womens E-Mail
0.05781571634812546,0.06110356310294607,Womens E-Mail
0.0688135536792399,0.022792520790466383,Mens E-Mail
0.05411685592204495,0.025555994545115805,Mens E-Mail
0.06509760335785378,0.02459433051088491,Mens E-Mail
0.0689541441482854,0.007690337625503502,Mens E-Mail
0.06443939240140095,0.07711366502042749,Womens E-Mail
0.05472703800942335,0.06421132276864039,Womens E-Mail
0.05995705355250347,0.07143668282847591,Womens E-Mail
0.06794494742082027,0.017845732416023934,Mens E-Mail
0.07312525290632715,0.025287453971692714,Mens E-Mail
0.06647620261763146,0.06371391857265257,Mens E-Mail
0.15189964175619763,0.0973835475561059,Mens E-Mail
0.07994380033028414,0.06989169519676547,Mens E-Mail
0.15239936644683855,0.0625459251194013,Mens E-Mail
0.07208081304541057,0.0776931548891751,Womens E-Mail
0.060482366997920936,0.012135608845324122,Mens E-Mail
0.05798302589147102,0.025644426223319722,Mens E-Mail
0.07076277086309742,0.023403280019443487,Mens E-Mail
0.0819179224203672,0.07750766555122983,Mens E-Mail
0.07337418289533884,0.059909459388395786,Mens E-Mail
0.07202484395857003,0.0913378390846851,Womens E-Mail
0.14429452891584937,0.05922403199881854,Mens E-Mail
0.12220636786757583,0.048932528478043025,Mens E-Mail
0.08274303945673978,0.06999507013239076,Mens E-Mail
0.07091062257939176,-0.01063039895675949,Mens E-Mail
0.0893088426706331,0.0998664916424,Womens E-Mail
0.059045312303525666,-0.0025499603346554878,Mens E-Mail
0.06433561123490603,0.0793147960885228,Womens E-Mail
0.05599928274165157,0.0182031099401272,Mens E-Mail
0.06502680414943701,0.06974481887985515,Womens E-Mail
0.0581632569754699,0.057548423444823076,Mens E-Mail
0.05832709211243638,0.007915683080789451,Mens E-Mail
0.07399377429847191,0.08843634405209923,Womens E-Mail
0.08866606010110217,0.10817436399989494,Womens E-Mail
0.07684692156230634,0.022312229850505794,Mens E-Mail
0.06669296903904023,-0.01522011369494626,Mens E-Mail
0.07471635195350809,0.0928489683618306,Womens E-Mail
0.05832863181796808,0.028910282918892423,Mens E-Mail
0.06312407933789596,0.020321406462492447,Mens E-Mail
0.07093795823385939,0.013903103504846484,Mens E-Mail
0.05911931424572553,0.0003200339837198668,Mens E-Mail
0.07617956495364493,0.06725765924996964,Mens E-Mail
0.056422988140718576,0.07205587724479207,Womens E-Mail
0.07390820365526025,0.07897776967432608,Womens E-Mail
0.05360413425336759,0.023502820856453836,Mens E-Mail
0.07686967058912297,0.007891160566890112,Mens E-Mail
0.0794252092561992,0.07955048521084943,Womens E-Mail
0.06927516389460348,0.02830305068439437,Mens E-Mail
0.05365435626215184,0.06756719980753037,Womens E-Mail
0.0797125652750785,0.07453231129604254,Mens E-Mail
0.07430878382129032,0.010133500104385906,Mens E-Mail
0.0740103431677934,-0.004084321296678989,Mens E-Mail
0.10900685447459577,0.036656621733712674,Mens E-Mail
0.053852035939380066,-0.00461404176122425,Mens E-Mail
0.06511299892868933,0.026367384567848852,Mens E-Mail
0.07002000006611306,0.08526308547227643,Womens E-Mail
0.08129946543642277,0.04318495418565857,Mens E-Mail
0.07064466248656849,0.06684418711388719,Mens E-Mail
0.059001751921448575,-0.004170643486835324,Mens E-Mail
0.0719237198249531,-0.016724135255444195,Mens E-Mail
0.05385206479696919,0.024027481418635515,Mens E-Mail
0.07792131759866056,-0.01384007737959958,Mens E-Mail
0.07671755629216483,0.0773386279788701,Womens E-Mail
0.08101135081336801,0.08672697570922432,Womens E-Mail
0.14527889337436423,0.08646928178576554,Mens E-Mail
0.07446822040263021,0.0853378920920202,Womens E-Mail
0.0886691005836194,0.018946325563639912,Mens E-Mail
0.06511299892868933,0.026367384567848852,Mens E-Mail
0.05704700327625026,0.05216344035781287,Mens E-Mail
0.06849363146514095,0.02709470072059942,Mens E-Mail
0.060039723012146454,0.016660085061877897,Mens E-Mail
0.06211373089686824,0.02977329699467704,Mens E-Mail
0.08459021754766732,0.06881578243873171,Mens E-Mail
0.07289366549151927,0.023653909052085323,Mens E-Mail
0.06122030971295814,-0.009015680281992539,Mens E-Mail
0.06117940893050777,0.00010795560563617301,Mens E-Mail
0.07001006475407061,0.06983085307261559,Mens E-Mail
0.06723790310905782,0.017731022836937768,Mens E-Mail
0.13443355696612536,0.05988902435115884,Mens E-Mail
0.0766229324079411,0.021680502779020575,Mens E-Mail
0.0661153906631442,0.0015160722658492942,Mens E-Mail
0.08701120717855988,0.1028553634050249,Womens E-Mail
0.06833649158160397,0.019641882276078174,Mens E-Mail
0.0734192677273936,0.02312601242263415,Mens E-Mail
0.06527227848536435,0.009167719041162092,Mens E-Mail
0.07903759146347905,0.08602005011180566,Womens E-Mail
0.08264054840137278,0.083974770812796,Womens E-Mail
0.06674059853162256,0.09328498598869372,Womens E-Mail
0.05668905214090536,0.010826730644313928,Mens E-Mail
0.15881909765670965,0.11053931177881268,Mens E-Mail
0.07543844628713581,0.06901397946295887,Mens E-Mail
0.07224252465611841,0.021490103339670982,Mens E-Mail
0.07605755987266856,0.015412705150264439,Mens E-Mail
0.05897191033043275,0.07992206102809554,Womens E-Mail
0.06322159537010313,-0.010937943786816173,Mens E-Mail
0.06478288933821096,0.09129682305546315,Womens E-Mail
0.04959822757240437,0.09128696750151846,Womens E-Mail
0.0689625211718111,-0.007588623162613578,Mens E-Mail
0.06447007320352077,0.029897358176645253,Mens E-Mail
0.07596455126173315,0.053089372856710365,Mens E-Mail
0.06303449879121659,0.01678162947548656,Mens E-Mail
0.05961988466939167,0.024176419911679015,Mens E-Mail
0.08832433836704895,0.00920569852128339,Mens E-Mail
0.07242683023247322,0.026687792790364956,Mens E-Mail
0.09209887755294231,0.024271634516167193,Mens E-Mail
0.13369307436052713,0.0874764175370354,Mens E-Mail
0.0794620988273319,0.10135458719727794,Womens E-Mail
0.0769641082029077,0.08613097320427071,Womens E-Mail
0.06904628408822223,-0.0006935372230998105,Mens E-Mail
0.06385080933199158,0.01957760373722906,Mens E-Mail
0.1363485956190692,0.08270699777509549,Mens E-Mail
0.07142901990238124,0.02061386536759871,Mens E-Mail
0.07420650274140478,0.08199294246633831,Womens E-Mail
0.06802545121191822,0.07233782580714372,Womens E-Mail
0.06908540096521382,0.025312392828965878,Mens E-Mail
0.07803424027448555,-0.021731078972498985,Mens E-Mail
0.07315091917202465,0.06527217341303604,Mens E-Mail
0.06988979109555814,0.08173860550152064,Womens E-Mail
0.0636649471451579,0.0616072223699078,Mens E-Mail
0.08714599918324112,0.07150126952371641,Mens E-Mail
0.07939997573960647,0.08349464051517799,Womens E-Mail
0.07758303941032772,0.015556509542456465,Mens E-Mail
0.07420152492773753,0.07264347664617694,Mens E-Mail
0.060206059298502854,0.013546092086924408,Mens E-Mail
0.07772036981868279,0.06865352477516563,Mens E-Mail
0.07803530472294092,0.01573763755437163,Mens E-Mail
0.0811039507590651,0.0830055226447017,Womens E-Mail
0.06979208961379096,0.0027071019786079342,Mens E-Mail
0.06583292280097475,0.09193970926016837,Womens E-Mail
0.07202484395857003,0.0913378390846851,Womens E-Mail
0.06973401662816267,0.0774735331268519,Womens E-Mail
0.08809934341035122,0.08542287816957911,Mens E-Mail
0.05971869526826914,0.029212212066528652,Mens E-Mail
0.08647894345403229,0.009636655065661553,Mens E-Mail
0.068845171179538,0.026866404948134567,Mens E-Mail
0.17894829289391706,0.0783206243743722,Mens E-Mail
0.07650335007183733,0.07842711812943222,Womens E-Mail
0.07572114959004654,0.08333998600651556,Womens E-Mail
0.05458731524830854,-0.017663265328925093,Mens E-Mail
0.06354482352932508,0.07870244898613549,Womens E-Mail
0.06543204352064602,0.04554397877892366,Mens E-Mail
0.1339063624792727,0.05516761916472582,Mens E-Mail
0.13170777182162213,0.06780948492668817,Mens E-Mail
0.07040260355270594,-0.0024912392234328617,Mens E-Mail
0.06483114776371521,0.017776500034664244,Mens E-Mail
0.06521879416633462,0.015214455128353566,Mens E-Mail
0.06996339560998682,0.06518779801024621,Mens E-Mail
0.06886777929697291,0.013098062997448534,Mens E-Mail
0.0672833561028747,0.06776772458155617,Womens E-Mail
0.07400593540060095,0.02069092425049425,Mens E-Mail
0.06206071047305668,0.028434603619656218,Mens E-Mail
0.07871209008715355,0.09233653802493705,Womens E-Mail
0.02135784052017453,0.06437575670952975,Womens E-Mail
0.06657034525954053,-0.008247954545613279,Mens E-Mail
0.06481353715756569,0.028061923729606586,Mens E-Mail
0.1553648737765498,0.10543192629477924,Mens E-Mail
0.10903487464485084,0.08128845943295815,Mens E-Mail
0.06579497070241846,0.020607893031241747,Mens E-Mail
0.06651114780740636,0.058223220881621435,Mens E-Mail
0.0602780953994259,0.0621612367861666,Womens E-Mail
0.07014778325843449,0.07566034926047846,Womens E-Mail
0.06521188947576606,0.06267816774967422,Mens E-Mail
0.08077170913844851,0.0801856431232441,Mens E-Mail
0.06357433249086214,-0.0011936929679345343,Mens E-Mail
0.06342015397996578,0.025410742403323167,Mens E-Mail
0.06937704906356357,0.09222027833206539,Womens E-Mail
0.06313479497052267,0.028113351956100013,Mens E-Mail
0.14007055357250975,0.06672715028037593,Mens E-Mail
0.06532830320933797,0.0675120403777128,Womens E-Mail
0.07625933475992575,0.06621026523483459,Mens E-Mail
0.08640709996912932,0.007975946581552429,Mens E-Mail
0.07605971217635238,0.06577941065340033,Mens E-Mail
0.06557626432661162,0.027084146904031534,Mens E-Mail
0.07058316312501775,-0.01686265922969349,Mens E-Mail
0.0729945414115277,0.06937314263979835,Mens E-Mail
0.07460089168048636,0.08539620360056599,Womens E-Mail
0.07080850323422494,0.024509423495525505,Mens E-Mail
0.06686330358281839,0.05308434815409996,Mens E-Mail
0.07746951076892895,0.09150339023649671,Womens E-Mail
0.07773035112533058,0.019679643434707253,Mens E-Mail
0.07468265960173519,0.006534626912262281,Mens E-Mail
0.0725886315440943,0.0752214663680232,Womens E-Mail
0.07396797355176149,0.07846945048280624,Womens E-Mail
0.09244822244626398,0.015344891651000322,Mens E-Mail
0.08930262167687877,0.009011164008292771,Mens E-Mail
0.08252448372119758,0.011902353087603679,Mens E-Mail
0.06811818312202733,0.015903252305030452,Mens E-Mail
0.06617257477010247,0.07181669382985517,Womens E-Mail
0.06390565547035654,0.09028682445916691,Womens E-Mail
0.09070261722250895,0.07545355325022678,Mens E-Mail
0.09138228909742495,0.0912609652870821,Mens E-Mail
0.0705250529775226,0.06108228359149036,Mens E-Mail
0.06297010548728443,-0.016199802396428847,Mens E-Mail
0.05750657872856685,0.024593819841024357,Mens E-Mail
0.06505627742054304,0.07233356403399971,Womens E-Mail
0.06224976209556504,-0.007270878177727758,Mens E-Mail
0.08022506832888168,0.07054366037248214,Mens E-Mail
0.0262349010416576,0.06832388088801739,Womens E-Mail
0.055727138361949105,0.021287035276890666,Mens E-Mail
0.059501311516222996,0.015254721476018543,Mens E-Mail
0.06427649066281169,0.07041709506876309,Womens E-Mail
0.08771108038057987,-0.009694893918197,Mens E-Mail
0.07782387198664381,0.0225809284068684,Mens E-Mail
0.06933539369398838,0.0038466371291515505,Mens E-Mail
0.1399025636421466,0.06734843727681877,Mens E-Mail
0.0797045825678535,0.012940832504197017,Mens E-Mail
0.14875638955308934,0.08732028036500183,Mens E-Mail
0.07339816596420973,0.07507438688872844,Womens E-Mail
0.06730097962702682,0.06912809782744149,Womens E-Mail
0.06429338813456434,0.006993176560376263,Mens E-Mail
0.06460081484958777,0.0011257425000205101,Mens E-Mail
0.05617677904649876,0.049489251978538235,Mens E-Mail
0.07059197444521421,0.07559828132767092,Womens E-Mail
0.051547255536341596,0.02742983064731079,Mens E-Mail
0.06918934690210873,0.06640876796705969,Mens E-Mail
0.06750684936814767,0.07406463963615371,Womens E-Mail
0.07301579997879952,0.024671036763274964,Mens E-Mail
0.11955282881021348,0.05634298849074071,Mens E-Mail
0.0610334616407095,0.034393761135966816,Mens E-Mail
0.07507315775516485,0.07075087489785745,Mens E-Mail
0.06511307284303525,0.07112398440946807,Womens E-Mail
0.07499036861750608,0.0700430494133745,Mens E-Mail
0.08550470044997235,0.01822928093845498,Mens E-Mail
0.06371692208712697,0.019747894883984998,Mens E-Mail
0.06702157393790167,0.08443157407471646,Womens E-Mail
0.05942561563894811,0.06617378747529865,Womens E-Mail
0.0635259255602233,0.016691125208095098,Mens E-Mail
0.06469640096316703,0.0006506065956543294,Mens E-Mail
0.059589826314165276,-0.00019364878588305767,Mens E-Mail
0.07298124723532567,0.02497123642715826,Mens E-Mail
0.07018514153688375,0.019702993396954582,Mens E-Mail
0.07348759560584955,0.009379086375291917,Mens E-Mail
0.06905979321101854,0.09106274263643857,Womens E-Mail
0.07325301810111066,0.02108744231553658,Mens E-Mail
0.06618849463061621,0.0022533328067697866,Mens E-Mail
0.07878961798191682,0.01886649283877187,Mens E-Mail
0.06275221415636015,0.015487778220557726,Mens E-Mail
0.06545301643420322,0.025400142110415178,Mens E-Mail
0.07592087415812676,-0.0002964844788470866,Mens E-Mail
0.06408906422390326,0.057832027534622216,Mens E-Mail
0.06823336466456906,0.012379491285566938,Mens E-Mail
0.0921959713193694,0.005577417978876731,Mens E-Mail
0.07205861185789234,-0.003968178703076863,Mens E-Mail
0.09960816026572257,0.030092492371937854,Mens E-Mail
0.0759231765078485,0.0645594454554822,Mens E-Mail
0.08518711544396224,0.0935617782735948,Womens E-Mail
0.06716250370494814,0.0035387320124880828,Mens E-Mail
0.08406396034314567,0.06860583724018651,Mens E-Mail
0.056363097554293855,0.02757629611884132,Mens E-Mail
0.08342426297074908,0.08931677075678475,Womens E-Mail
0.07285190892459507,0.07608354210803413,Womens E-Mail
0.06951882114143845,-0.009224431007070155,Mens E-Mail
0.07749964445379702,0.0339622638638829,Mens E-Mail
0.07115124188310064,0.08400634546703652,Womens E-Mail
0.07722202754382973,0.07028066015109347,Mens E-Mail
0.07095920368316716,0.017214366076111418,Mens E-Mail
0.0862393660919604,0.10206326495245888,Womens E-Mail
0.07870651396373188,0.016305614335541424,Mens E-Mail
0.06303366322138666,0.06133342166457083,Mens E-Mail
0.03190305462925988,-0.006584321532439735,Mens E-Mail
0.07358267949613626,0.07864311421933035,Womens E-Mail
0.15777586131467283,0.07935452514503546,Mens E-Mail
0.09063977492159775,0.08123566995849377,Mens E-Mail
0.059854774971011326,0.05628799456145894,Mens E-Mail
0.06608751944657729,0.0775707283681227,Womens E-Mail
0.07209284791111083,0.06818288020374193,Mens E-Mail
0.0650141346517389,0.077823355594298,Womens E-Mail
0.0625081771063913,0.0666583896113949,Womens E-Mail
0.07868681794446995,0.015407965666419568,Mens E-Mail
0.06223284401606737,0.020428146997070414,Mens E-Mail
0.05942705656586594,-0.024168974159502227,Mens E-Mail
0.06285840825636801,0.06863198112071761,Womens E-Mail
0.07138312109687829,0.07829739276134016,Womens E-Mail
0.0668507342594137,0.06692003243863699,Womens E-Mail
0.0677432243673423,0.06401530751799721,Mens E-Mail
0.05620303372169947,0.06316952670700729,Womens E-Mail
0.07762799943705063,0.08301062634914379,Womens E-Mail
0.07666410494601189,0.019421138434466884,Mens E-Mail
0.07061765424637573,0.029727201095257227,Mens E-Mail
0.06107045589955715,0.020003068334284932,Mens E-Mail
0.07883500677703148,-0.0031613560930025125,Mens E-Mail
0.0750324169928013,0.01676859130369876,Mens E-Mail
0.07671092479161397,0.022975916457980944,Mens E-Mail
0.12706214962757303,0.0629749598166309,Mens E-Mail
0.07599918097900271,0.007373679190126048,Mens E-Mail
0.04939844972120205,-0.060981273904509,Mens E-Mail
0.08272992272125491,0.08813396608507969,Womens E-Mail
0.06001436586001804,0.02784223610719047,Mens E-Mail
0.06445704475461678,0.09052784477286496,Womens E-Mail
0.07701084598161717,0.08138528167708961,Womens E-Mail
0.05815726009163044,0.028022779086879876,Mens E-Mail
0.07923750958137397,0.10096912931293557,Womens E-Mail
0.16432532002956413,0.09612553876472041,Mens E-Mail
0.07898542456126023,0.02265634041801453,Mens E-Mail
0.14646188098054344,0.07660659441615661,Mens E-Mail
0.07264768626151087,0.01639057521873931,Mens E-Mail
0.0669150093259278,0.07783636945469342,Womens E-Mail
0.08029722228978328,0.07423535322928818,Mens E-Mail
0.071005236147847,0.07498564561162026,Womens E-Mail
0.1643940387579787,0.07807086790135381,Mens E-Mail
0.06196691909549151,0.04817414392506597,Mens E-Mail
0.07836225633259189,0.10135573740291207,Womens E-Mail
0.08096892409593381,0.06921382270493859,Mens E-Mail
0.08574172480657159,0.07481239383488987,Mens E-Mail
0.051337940531804294,0.08033549453096345,Womens E-Mail
0.06001120503157671,0.07007825107191405,Womens E-Mail
0.07127878542734792,0.08579272595038812,Womens E-Mail
0.07989444904679961,0.0155085723047345,Mens E-Mail
0.062128443027263475,0.010123838480871589,Mens E-Mail
0.02508599883728785,-0.017519273199493562,Mens E-Mail
0.0643165578697897,0.011870637830030922,Mens E-Mail
0.07567618816241024,0.016398206560643502,Mens E-Mail
0.07919014663842969,0.08547868356777247,Womens E-Mail
0.08069972593759037,0.08307397828155416,Womens E-Mail
0.05959480182193359,-0.007003303539892189,Mens E-Mail
0.07056239499949982,0.022137778459309893,Mens E-Mail
0.1373065496564026,0.04822453691943546,Mens E-Mail
0.06218749323833873,0.021831957475707812,Mens E-Mail
0.08263664300159787,0.006928750371817977,Mens E-Mail
0.08482751401093647,0.08023255838300983,Mens E-Mail
0.06833542524638117,-0.009362320718189182,Mens E-Mail
0.07768391171603656,0.09081235578457963,Womens E-Mail
0.06034755671935492,0.06235264198266534,Womens E-Mail
0.052006866912860564,0.021710327125865417,Mens E-Mail
0.0651835224553712,0.0726347908160038,Womens E-Mail
0.06342282046795397,0.028541450022117117,Mens E-Mail
0.07730375456679899,0.005094640172723944,Mens E-Mail
0.07299464280303625,-0.015724865123625087,Mens E-Mail
0.030242100087934876,0.009150217014385231,Mens E-Mail
0.077742283216719,0.07258880010001789,Mens E-Mail
0.10297025575027899,0.06740612907633603,Mens E-Mail
0.06540933869967833,0.025052217439770548,Mens E-Mail
0.06093212309333647,0.059328747293333636,Mens E-Mail
0.07200016878630086,0.08317132168582336,Womens E-Mail
0.0825587410956622,0.06682384532822626,Mens E-Mail
0.12655868874126758,0.031550253740658285,Mens E-Mail
0.06258003900821786,0.02461871700720382,Mens E-Mail
0.06506718664188783,0.014960815417165652,Mens E-Mail
0.07142647053104427,0.06761429151501419,Mens E-Mail
0.07533421865925499,0.08057474472386383,Womens E-Mail
0.07901778480958738,0.07661631155069767,Mens E-Mail
0.07302354131513379,0.019543549326337756,Mens E-Mail
0.12601230405738906,0.06211163043959972,Mens E-Mail
0.066654808061213,0.06460616207068941,Mens E-Mail
0.05663947779386425,0.07473385178237915,Womens E-Mail
0.07090471131458609,0.06417267006338334,Mens E-Mail
0.07472561143661247,0.01396249617145287,Mens E-Mail
0.1448274949825846,0.0760972151830906,Mens E-Mail
0.061191744057233634,0.027567253509192292,Mens E-Mail
0.08058153526707652,0.08129760544657692,Womens E-Mail
0.07150291345376239,0.02397158131299057,Mens E-Mail
0.06335601786393212,0.058175305835339766,Mens E-Mail
0.06977747516202609,-0.019854594249027496,Mens E-Mail
0.06139964388054836,0.013538920889941117,Mens E-Mail
0.07083249640816754,0.024800374466065464,Mens E-Mail
0.04121234536157195,0.021469000799329424,Mens E-Mail
0.093040762064326,0.014136794734708427,Mens E-Mail
0.072612423644682,0.07846585339382893,Womens E-Mail
0.06975493025473073,0.08784916565561532,Womens E-Mail
0.06957966222884276,0.0789487338290627,Womens E-Mail
0.1189735950611382,0.030662297046656795,Mens E-Mail
0.07266312382691584,0.08654904760060356,Womens E-Mail
0.07288520339315319,0.0755758676444733,Womens E-Mail
0.049169644136428825,-0.003805555789462678,Mens E-Mail
0.07718880658253799,0.016182458778708136,Mens E-Mail
0.06576950955268224,0.07199972865230536,Womens E-Mail
0.06432605996803485,0.025770269293824685,Mens E-Mail
0.0720571456600865,0.01139735637257791,Mens E-Mail
0.06837044699802292,0.021156552003633082,Mens E-Mail
0.07148433069238799,0.0970474101230899,Womens E-Mail
0.06931867764916774,0.004216464163144432,Mens E-Mail
0.07281699061028299,0.08926597038646564,Womens E-Mail
0.07777218006528075,0.09881400305366878,Womens E-Mail
0.06783648596039629,0.004541920127788021,Mens E-Mail
0.09167274115709975,0.09155620086454211,Mens E-Mail
0.055798069620665684,0.06614685593859868,Womens E-Mail
0.09207302881121554,0.020183553718652242,Mens E-Mail
0.06769246874667437,0.00254119170252734,Mens E-Mail
0.0461394189601696,0.025126277566646427,Mens E-Mail
0.0802794045659194,0.0872710740473889,Womens E-Mail
0.15621289670209065,0.07309722085300563,Mens E-Mail
0.06927752256009363,0.02685712905898696,Mens E-Mail
0.08420461361868428,0.09348117012846557,Womens E-Mail
0.05966449747372157,-0.0006878648866589787,Mens E-Mail
0.05955838987578479,0.02025745684721527,Mens E-Mail
0.07846844786223464,0.005771707519466096,Mens E-Mail
0.06096760772002256,0.019650198013783857,Mens E-Mail
0.07280319636874316,0.06952622556432776,Mens E-Mail
0.07072620544523414,0.07188425722574866,Womens E-Mail
0.060487540392378525,-0.026972448553057804,Mens E-Mail
0.05191397564998464,0.05498781969811069,Womens E-Mail
0.053708979218964406,0.023724294158266747,Mens E-Mail
0.08406770666231927,0.021016789553867682,Mens E-Mail
0.06041304158666366,-0.025831463167167307,Mens E-Mail
0.0785416042375462,0.07769042008800366,Mens E-Mail
0.06524205368842943,0.061446579477964794,Mens E-Mail
0.08551558551046798,0.024620835923366807,Mens E-Mail
0.08106112032873321,0.08077744325936333,Mens E-Mail
0.05785220017684081,0.06372890555548248,Womens E-Mail
0.09062309919545877,-0.005299090341072982,Mens E-Mail
0.07123937546410719,0.0725026164797726,Womens E-Mail
0.0690062626792354,-0.00373725785693281,Mens E-Mail
0.07626174426665601,0.07953725715888603,Womens E-Mail
0.15256729242768377,0.11783014737533554,Mens E-Mail
0.0666344612651423,0.02004261662533474,Mens E-Mail
0.07726826431452853,0.02342650288272216,Mens E-Mail
0.06884146902185033,0.07213430596277144,Womens E-Mail
0.055547862340899604,0.06475402951420259,Womens E-Mail
0.05720943556957088,0.016734805978921116,Mens E-Mail
0.09597068762938038,0.08930876105814328,Mens E-Mail
0.08015699218575012,-0.007175974875929858,Mens E-Mail
0.07267949098784958,0.07771472548505014,Womens E-Mail
0.12462601809879625,0.0663199443695282,Mens E-Mail
0.08262036964992209,0.06431030541370764,Mens E-Mail
